Proposed Section #,WeekNumberBeginningSunday,WeekNumberBeginningMonday,WeekNumISOMonday,fishery_name,water_body,location,section_num,event_date,day_type,period,week,month,year,fishery_day_index,fishery_week_index,fishery_month_index,catch_group,angler_type,estimate_type,mean_catch_period,mean_catch_daily,Species,LifeStage,Mark,Fate,Notes
Skagit.4.1,37,37,36,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/9/2021,weekday,36,36,9,2021,27,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,37,37,36,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/9/2021,weekday,36,36,9,2021,27,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,37,37,36,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/9/2021,weekday,36,36,9,2021,27,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,37,37,36,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/9/2021,weekday,36,36,9,2021,27,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,37,37,36,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,37,37,36,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,37,37,36,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,37,37,36,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,37,37,36,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,37,37,36,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,37,37,36,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,37,37,36,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,37,37,36,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,37,37,36,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,37,37,36,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/10/2021,weekday,36,36,9,2021,28,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,37,37,36,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,37,37,36,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,37,37,36,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,37,37,36,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,37,37,36,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,37,37,36,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,37,37,36,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,37,37,36,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,37,37,36,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,37,37,36,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,37,37,36,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/11/2021,weekend,36,36,9,2021,29,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,37,36,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,37,36,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,37,36,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,37,36,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,37,36,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,37,36,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,37,36,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,37,36,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,37,36,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,37,36,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,37,36,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/12/2021,weekend,36,36,9,2021,30,5,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,38,37,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,38,37,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,38,37,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,38,37,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,38,37,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,38,37,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/13/2021,weekday,37,37,9,2021,31,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,38,37,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,38,37,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,38,37,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,38,37,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,38,37,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,38,37,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/14/2021,weekday,37,37,9,2021,32,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,38,37,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,38,37,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,38,37,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,38,37,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,38,37,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,38,37,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/15/2021,weekday,37,37,9,2021,33,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,38,37,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,38,37,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,38,37,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,38,37,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,38,37,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,38,37,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/16/2021,weekday,37,37,9,2021,34,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.2.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge) to mouth of Gilligan Creek,2,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,38,37,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.3.0,38,38,37,Skagit fall salmon 2021,Skagit River,From mouth of Gilligan Creek to the Dalles Bridge at Concrete,3,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,38,37,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,38,37,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.4.3,38,38,37,Skagit fall salmon 2021,Skagit River,Upstream of the mouth of the Baker River to the Hwy. 530 Bridge at Rockport,4,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.4.1,38,38,37,Skagit fall salmon 2021,Skagit River,From the Dalles Bridge at Concrete to 200' below the mouth of Baker River,4,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.5.0,38,38,37,Skagit fall salmon 2021,Skagit River,From Hwy. 530 Bridge at Rockport to Cascade River Rd. (Marblemount Bridge).,5,9/17/2021,weekday,37,37,9,2021,35,6,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,38,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/18/2021,weekend,37,37,9,2021,36,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,39,38,37,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/19/2021,weekend,37,37,9,2021,37,6,2,Chinook_Jack_UM_Released,bank,PE,0,0,chinook,jack,UM,Released,
Skagit.1.0,39,39,38,Skagit fall salmon 2021,Skagit River,Mouth to Hwy. 536 at Mt. Vernon (Memorial Hwy. Bridge),1,9/20/2021,weekday,38,38,9,2021,38,7,2,Chinook_Jack_UM_Released,boat,PE,0,0,chinook,jack,UM,Released,
